City_Name,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
346,Tupik,RU,54.4253,119.9327,50.99,50,100,14.5,overcast clouds
347,Jeremoabo,BR,-10.075,-38.4808,71.51,97,83,4.72,broken clouds
348,Ust-Tsilma,RU,65.441,52.1498,32.65,98,100,4.0,overcast clouds
349,Santa Maria Do Para,BR,-1.3503,-47.5756,73.51,95,95,1.25,moderate rain
350,Tiksi,RU,71.6872,128.8694,7.29,94,95,4.25,overcast clouds
351,Provost,CA,52.3501,-110.2683,29.62,68,64,0.18,broken clouds
352,Sao Pedro Do Sul,BR,-29.6206,-54.1789,57.85,94,33,6.04,scattered clouds
353,Asau,RO,46.4333,26.4,31.28,85,53,4.97,broken clouds
354,Coamo,PR,18.08,-66.3579,77.76,86,100,7.83,overcast clouds
355,Le Port,RE,-20.9373,55.2919,75.16,89,7,3.78,clear sky
356,Beipiao,CN,41.7919,120.7792,61.34,14,0,12.48,clear sky
357,Sheridan,US,44.8333,-106.9173,35.98,53,100,6.91,overcast clouds
358,Arica,CL,-18.475,-70.3042,62.83,67,0,2.3,clear sky
359,Lafayette,US,30.2335,-92.0668,75.97,85,40,6.91,scattered clouds
360,Maumere,ID,-8.6199,122.2111,83.84,76,77,4.88,broken clouds
361,Chuy,UY,-33.6971,-53.4616,61.77,84,100,6.17,overcast clouds
362,Plettenberg Bay,ZA,-34.0527,23.3716,60.22,76,99,2.53,overcast clouds
363,Yulara,AU,-25.2406,130.9889,78.64,25,40,4.61,scattered clouds
364,Verkhnevilyuysk,RU,63.4453,120.3167,37.33,94,100,7.94,overcast clouds
365,Saint Stephen,GB,50.3333,-4.9,46.67,87,87,4.61,overcast clouds
366,San Rafael,AR,-34.6177,-68.3301,61.36,44,4,8.34,clear sky
367,Ziyang,CN,29.2497,117.8547,54.79,95,100,3.62,overcast clouds
368,Unity,CA,52.4501,-109.1682,32.25,56,43,3.94,scattered clouds
369,Iranshahr,IR,27.2025,60.6848,75.54,33,20,4.61,haze
370,Harur,IN,12.0667,78.5,87.03,49,26,2.37,scattered clouds
371,Wittstock,DE,53.1612,12.4829,35.78,72,18,3.87,few clouds
372,Sulangan,PH,11.1373,123.7228,82.72,69,20,11.14,few clouds
373,Limoges,FR,45.75,1.3333,52.36,58,0,5.75,clear sky
374,Key West,US,24.5557,-81.7826,82.4,72,20,12.66,few clouds
375,Outjo,NA,-20.1167,16.15,65.39,55,46,4.92,scattered clouds
376,Cap-Aux-Meules,CA,47.3821,-61.8597,35.65,87,75,16.11,broken clouds
377,Elk River,US,45.3038,-93.5672,34.38,93,100,5.01,overcast clouds
378,Princes Town,TT,10.2667,-61.3833,77.63,92,57,5.77,broken clouds
379,Vardo,NO,70.3705,31.1107,39.51,91,100,9.89,overcast clouds
380,Merauke,ID,-8.4667,140.3333,84.74,72,98,4.47,moderate rain
381,Nantucket,US,41.2835,-70.0995,44.71,59,0,9.22,clear sky
382,Ginir,ET,7.1333,40.7,57.31,77,82,4.85,broken clouds
383,Umea,SE,63.8284,20.2597,28.33,100,98,0.0,fog
384,Saint-Pierre,RE,-21.3393,55.4781,73.29,82,20,3.44,few clouds
385,Yerofey Pavlovich,RU,53.9667,121.9667,39.51,48,100,4.18,overcast clouds
386,Kitimat,CA,54.0524,-128.6534,53.98,61,13,2.3,few clouds
387,Porto Santo,PT,33.072,-16.3415,61.18,82,40,19.57,scattered clouds
388,Awash,ET,8.9833,40.1667,73.83,57,45,4.63,scattered clouds
389,Taksimo,RU,56.3444,114.8794,45.18,82,67,1.48,broken clouds
390,Salalah,OM,17.0151,54.0924,80.69,89,40,2.3,scattered clouds
391,Warri,NG,5.5167,5.75,75.34,95,100,2.62,overcast clouds
392,Muisne,EC,0.6,-80.0333,75.31,85,80,7.36,broken clouds
393,Temir,KZ,49.1414,57.13,52.57,60,0,4.38,clear sky
394,Neiafu,TO,-18.65,-173.9833,86.68,74,40,8.05,scattered clouds
395,Betafo,MG,-19.8333,46.85,57.34,93,13,3.98,few clouds
396,Kahului,US,20.8947,-156.47,82.42,66,20,24.16,few clouds
397,Leningradskiy,RU,69.3833,178.4167,23.2,92,89,6.11,overcast clouds
398,Waipawa,NZ,-41.4122,175.5153,59.76,66,60,12.93,broken clouds
399,Korop,UA,51.5664,32.9586,35.22,98,100,5.41,overcast clouds
400,Sept-Iles,CA,50.2001,-66.3821,39.72,59,75,16.11,broken clouds
401,Bireun,ID,5.203,96.7009,84.49,66,100,4.07,overcast clouds
402,Noda,JP,35.9411,139.8581,66.85,54,100,6.02,overcast clouds
403,Port Macquarie,AU,-31.4333,152.9167,78.89,63,4,6.91,clear sky
404,Yilan,TW,24.757,121.753,77.02,63,38,4.72,scattered clouds
405,Shchigry,RU,51.8755,36.9043,40.82,98,100,7.0,light rain
406,Tonantins,BR,-2.8731,-67.8022,74.26,99,100,1.19,heavy intensity rain
407,Suclayin,PH,15.7568,121.5503,83.97,68,35,8.68,scattered clouds
408,Sorong,ID,-0.8833,131.25,86.32,68,94,11.99,overcast clouds
409,Makinsk,KZ,52.6292,70.4169,45.86,56,100,11.79,overcast clouds
410,Carutapera,BR,-1.195,-46.02,75.47,93,100,1.61,overcast clouds
411,Alcaniz,ES,41.05,-0.1333,55.83,65,100,16.13,overcast clouds
412,Bonnyville,CA,54.2668,-110.735,35.4,88,22,4.99,few clouds
413,Atasu,KZ,48.6814,71.6433,62.62,20,100,4.45,overcast clouds
414,Lagoa,PT,39.05,-27.9833,56.77,65,47,16.58,scattered clouds
415,Namie,JP,37.4833,141.0,69.55,60,95,1.99,overcast clouds
416,Bowen,AU,-20.0167,148.2333,81.77,55,6,16.8,clear sky
417,Saint-Joseph,RE,-21.3667,55.6167,72.21,86,7,9.95,clear sky
418,Christchurch,NZ,-43.5333,172.6333,64.42,61,5,19.57,clear sky
419,Havre-Saint-Pierre,CA,50.2334,-63.5986,39.2,93,100,16.11,overcast clouds
420,Eirunepe,BR,-6.6603,-69.8736,73.38,99,100,2.42,moderate rain
421,Guerrero Negro,MX,27.9769,-114.0611,59.43,85,73,16.89,broken clouds
422,Filingue,NE,14.3521,3.3168,84.2,11,100,10.13,overcast clouds
423,Kondinskoye,RU,59.6481,67.41,29.14,81,6,4.79,clear sky
424,Cedar City,US,37.6775,-113.0619,61.77,15,0,12.66,clear sky
425,Tarija,BO,-21.5355,-64.7296,51.71,76,20,0.0,few clouds
426,Vestmanna,FO,62.1564,-7.1664,49.12,81,75,19.57,broken clouds
427,Amahai,ID,-3.3333,128.9167,87.13,63,99,5.41,overcast clouds
428,Sandwick,GB,60.0,-1.25,46.22,81,100,20.71,overcast clouds
429,Bodden Town,KY,19.2833,-81.25,80.6,80,20,4.61,few clouds
430,Metallostroy,RU,59.8008,30.5478,37.9,65,0,4.47,clear sky
431,Kintinku,TZ,-5.8833,35.2333,64.09,96,96,1.36,overcast clouds
432,Bandundu,CD,-3.3167,17.3667,73.96,92,100,2.82,light rain
433,Harper,LR,4.375,-7.7169,77.11,88,95,0.16,overcast clouds
434,Areosa,PT,41.7178,-8.8571,53.64,91,0,14.56,clear sky
435,Camacha,PT,33.0833,-16.3333,58.42,82,40,19.57,scattered clouds
436,Narsaq,GL,60.9167,-46.05,32.22,89,46,1.43,scattered clouds
437,Svetlyy,RU,54.675,20.1347,35.96,75,18,5.19,few clouds
438,Arys,KZ,42.4252,68.795,70.63,42,100,5.77,overcast clouds
439,Ossora,RU,59.2353,163.0719,31.44,77,17,1.21,few clouds
440,Marzuq,YE,14.4,46.4667,70.99,39,1,2.33,clear sky
441,Kerema,PG,-7.9631,145.7785,85.37,67,29,7.99,scattered clouds
442,Akyab,MM,20.15,92.9,86.09,68,50,5.95,scattered clouds
443,Verkhnyaya Toyma,RU,62.2349,44.9985,32.68,99,100,3.02,light snow
444,Alta Floresta,BR,-9.8756,-56.0861,71.11,97,97,2.66,overcast clouds
445,Arman,RU,59.7,150.1667,28.15,75,100,3.22,overcast clouds
446,Ust-Ishim,RU,57.6935,71.1665,35.28,64,68,4.79,broken clouds
447,Calvinia,ZA,-31.4707,19.776,58.78,50,56,6.46,broken clouds
448,Parambu,BR,-6.2111,-40.6944,68.99,97,55,1.45,broken clouds
449,Comodoro Rivadavia,AR,-45.8667,-67.5,62.46,48,0,6.91,clear sky
450,Nemuro,JP,43.3236,145.575,44.69,70,100,18.14,overcast clouds
451,Ariquemes,BR,-9.9133,-63.0408,72.37,98,100,2.68,overcast clouds
452,Belmonte,BR,-15.8631,-38.8828,76.57,78,100,12.06,overcast clouds
453,Muli,MV,2.9167,73.5667,84.06,68,43,10.33,scattered clouds
454,Nizhniy Kuranakh,RU,58.8353,125.4869,32.11,90,100,9.48,snow
455,Fort William,GB,56.8165,-5.1121,48.31,93,100,6.35,light rain
456,Parana,AR,-31.732,-60.5238,63.52,81,7,6.35,clear sky
457,Lakes Entrance,AU,-37.8811,147.981,65.16,73,100,3.98,light rain
458,Hami,CN,42.8,93.45,63.45,12,0,5.97,clear sky
459,Lata,PT,40.1629,-8.3327,58.82,97,48,0.96,scattered clouds
460,Punta De Bombon,PE,-17.1717,-71.7931,66.92,74,84,5.08,broken clouds
461,Palmer,US,42.1584,-72.3287,40.37,68,20,6.91,few clouds
462,Talara,PE,-4.5772,-81.2719,68.4,81,58,14.43,broken clouds
463,Esmeraldas,BR,-19.7625,-44.3139,68.86,80,98,4.54,overcast clouds
464,Klyuchi,RU,52.2667,79.1667,57.49,51,100,12.82,overcast clouds
465,Yermakovskoye,RU,53.2831,92.4003,61.29,44,99,8.05,overcast clouds
466,Mahenge,TZ,-8.6833,36.7167,61.57,98,99,2.17,light rain
467,Husavik,IS,66.0449,-17.3389,38.32,98,100,2.33,light rain
468,Pangkalanbuun,ID,-2.6833,111.6167,92.16,53,70,2.3,broken clouds
469,Neftcala,AZ,39.3742,49.2472,53.87,78,0,8.34,clear sky
470,Jiaohe,CN,43.7286,127.3447,52.84,29,40,5.17,scattered clouds
471,El Cope,PA,8.6167,-80.6,68.85,91,95,2.64,overcast clouds
472,Ilam,NP,26.9167,87.9167,76.77,42,0,4.76,clear sky
473,Tilichiki,RU,60.4667,166.1,25.09,79,44,7.18,scattered clouds
474,Saint-Paul,RE,-21.0096,55.2707,75.29,80,4,0.96,clear sky
475,Forestville,US,38.8451,-76.875,49.06,43,0,16.11,clear sky
476,Vilcun,CL,-38.65,-72.2333,38.14,92,4,1.5,clear sky
477,Palauig,PH,15.435,119.9045,86.09,61,11,6.22,few clouds
478,Dawlatabad,AF,36.4141,64.9053,59.94,59,99,7.54,overcast clouds
479,Panormos,GR,35.4182,24.6909,58.86,85,73,4.59,broken clouds
480,Ekhabi,RU,53.5102,142.9671,32.43,69,19,4.38,few clouds
481,Barcelona,ES,41.3888,2.159,59.63,70,0,4.61,clear sky
482,Cartagena,CO,10.3997,-75.5144,82.02,83,40,4.61,scattered clouds
483,Mogoditshane,BW,-24.6269,25.8656,59.83,96,87,2.13,light rain
484,Kurumkan,RU,54.3,110.3,58.96,48,39,5.41,scattered clouds
485,Methoni,GR,36.8197,21.7049,58.21,82,67,4.63,light rain
486,Great Yarmouth,GB,52.6083,1.7305,48.02,91,63,7.78,broken clouds
487,General Pico,AR,-35.6566,-63.7568,54.9,73,0,8.1,clear sky
488,Balabac,PH,7.9868,117.0645,85.28,70,100,12.06,overcast clouds
489,Tuatapere,NZ,-46.1333,167.6833,62.58,57,81,0.38,broken clouds
490,Calbuco,CL,-41.768,-73.1273,54.61,79,95,2.55,overcast clouds
491,Emerald,AU,-23.5333,148.1667,82.54,36,40,11.5,scattered clouds
492,Tazovskiy,RU,67.4667,78.7,13.77,91,100,12.57,overcast clouds
493,Marovoay,MG,-16.1,46.6333,73.65,79,13,4.12,few clouds
494,Hokitika,NZ,-42.7167,170.9667,62.42,59,0,4.5,clear sky
495,Teahupoo,PF,-17.8333,-149.2667,80.53,72,28,9.73,light rain
496,San Pedro,PH,14.35,121.0167,88.83,60,40,9.22,scattered clouds
497,Shimoda,JP,34.6667,138.95,62.96,80,100,7.27,moderate rain
498,Grootfontein,NA,-19.5667,18.1167,58.57,94,20,1.14,few clouds
499,Yantal,RU,56.8471,105.2542,44.91,93,100,10.89,overcast clouds
500,Mount Isa,AU,-20.7333,139.5,91.17,16,0,9.22,clear sky
501,Diu,IN,20.7141,70.9822,81.59,59,0,5.41,clear sky
502,Aleksandrov Gay,RU,50.147,48.5704,54.09,71,100,6.91,overcast clouds
503,Maun,BW,-19.9833,23.4167,66.16,100,0,9.22,clear sky
504,Luwuk,ID,-0.9516,122.7875,86.74,66,100,3.56,overcast clouds
505,The Pas,CA,53.8251,-101.2541,28.42,40,0,2.3,clear sky
506,Banjar,ID,-8.19,114.9675,87.15,68,100,3.38,overcast clouds
507,Kjollefjord,NO,70.9457,27.3465,39.25,96,100,12.3,overcast clouds
508,Kyren,RU,51.6828,102.1408,57.92,41,69,2.19,broken clouds
509,Naliya,IN,23.2667,68.8333,82.51,71,33,11.59,scattered clouds
510,Kavaratti,IN,10.5669,72.642,83.52,70,88,1.88,overcast clouds
511,Larsnes,NO,62.2028,5.5773,45.68,85,100,3.44,overcast clouds
512,Basco,PH,20.4487,121.9702,77.5,70,97,14.47,overcast clouds
513,Marsh Harbour,BS,26.5412,-77.0636,76.08,82,52,12.91,broken clouds
514,Egvekinot,RU,66.3167,-179.1667,26.49,96,100,10.38,snow
515,Wanning,CN,18.8003,110.3967,79.81,80,27,8.25,scattered clouds
516,Kiama,AU,-34.6833,150.8667,80.38,61,100,8.01,overcast clouds
517,Trat,TH,12.5,102.5,88.0,60,97,1.45,overcast clouds
518,Kimbe,PG,-5.5502,150.1429,84.24,77,100,4.38,light rain
519,Mashhad,IR,36.297,59.6062,50.14,93,100,4.61,mist
520,Constitucion,CL,-35.3333,-72.4167,51.39,92,57,6.46,broken clouds
521,Nedjo,ET,9.5046,35.5019,59.13,86,18,1.66,light rain
522,Pakxan,LA,18.3778,103.6601,81.37,69,98,4.52,overcast clouds
523,Novyy Urengoy,RU,66.0833,76.6333,14.4,93,100,10.69,overcast clouds
524,Buraydah,SA,26.326,43.975,68.45,18,9,8.48,clear sky
525,Urdoma,RU,61.7533,48.5442,32.76,92,100,6.42,light snow
526,Arteaga,MX,18.4667,-102.4167,64.4,53,83,3.62,broken clouds
527,Fernley,US,39.608,-119.2518,65.26,15,1,7.0,clear sky
528,Ilulissat,GL,69.2167,-51.1,-2.88,93,94,6.06,overcast clouds
529,Sitka,US,57.0531,-135.33,46.29,49,75,4.61,broken clouds
530,Winnemucca,US,40.973,-117.7357,64.45,13,0,4.61,clear sky
531,Fortuna,US,40.5982,-124.1573,50.99,61,0,5.75,clear sky
532,Hobbs,US,32.7026,-103.136,73.99,7,0,8.05,clear sky
533,Lisakovsk,KZ,52.5369,62.4936,47.05,54,100,5.17,overcast clouds
534,Hambantota,LK,6.1241,81.1185,80.94,100,20,3.44,few clouds
535,Huanren,CN,41.2647,125.3667,61.25,24,17,7.76,few clouds
536,Tevaitoa,PF,-16.7833,-151.5,80.74,74,15,11.14,light rain
537,Afua,BR,-0.1567,-50.3867,74.71,94,100,3.24,overcast clouds
538,Tessalit,ML,20.1986,1.0114,68.92,24,0,9.46,clear sky
539,Rondonopolis,BR,-16.4708,-54.6356,65.8,64,72,3.13,broken clouds
540,Puerto Escondido,MX,15.85,-97.0667,83.23,69,0,6.91,clear sky
541,Riyadh,SA,24.6877,46.7219,66.34,23,1,7.07,clear sky
542,Marawi,PH,7.9986,124.2928,81.48,64,91,4.03,overcast clouds
543,Ejido Hermosillo,MX,32.5121,-114.9238,88.79,12,0,5.5,clear sky
544,Darhan,MN,49.4867,105.9228,61.16,22,42,17.9,scattered clouds
545,Makasar,ID,-5.14,119.4221,84.25,84,20,2.3,few clouds
546,Vanavara,RU,60.34,102.2797,34.56,73,100,13.56,overcast clouds
547,Loa Janan,ID,-0.583,117.095,90.7,55,63,4.34,broken clouds
548,Bubaque,GW,11.2833,-15.8333,74.28,76,8,14.99,clear sky
549,Weihe,CN,32.9952,105.3247,55.99,30,100,4.47,overcast clouds
550,Roma,US,43.2128,-75.4557,35.74,66,0,0.0,clear sky
551,Cayenne,GF,4.9333,-52.3333,81.09,1,0,7.0,clear sky
552,Touros,BR,-5.1989,-35.4608,79.27,81,99,7.78,overcast clouds
553,Tagusao,PH,9.1924,117.8141,85.78,68,66,6.6,broken clouds
554,Qax,AZ,41.4225,46.9242,45.59,66,32,2.1,scattered clouds
555,Bloemfontein,ZA,-29.1211,26.214,51.28,93,0,2.3,clear sky
556,Aasiaat,GL,68.7098,-52.8699,5.29,98,100,3.6,overcast clouds
557,Maniitsoq,GL,65.4167,-52.9,22.6,87,100,2.55,overcast clouds
558,Khasan,RU,42.4308,130.6434,49.87,41,75,1.36,broken clouds
559,Mocuba,MZ,-16.8392,36.9856,71.22,93,99,3.06,overcast clouds
560,Zhigansk,RU,66.7697,123.3711,31.71,79,100,29.15,overcast clouds
561,Andenes,NO,69.3143,16.1194,42.78,81,100,11.5,overcast clouds
562,Waingapu,ID,-9.6567,120.2641,83.84,77,58,7.76,broken clouds
563,Tefe,BR,-3.3542,-64.7114,73.99,98,91,2.62,overcast clouds
564,Port Blair,IN,11.6667,92.75,86.04,66,20,3.44,few clouds
565,Narrabri,AU,-30.3167,149.7833,80.53,41,40,5.75,scattered clouds
566,Adrar,MR,20.5022,-10.0711,74.07,15,82,12.01,broken clouds
567,Simbahan,PH,6.3032,120.5836,83.16,74,70,5.73,broken clouds
568,Beloha,MG,-25.1667,45.05,71.62,94,100,7.31,overcast clouds
569,Vestmannaeyjar,IS,63.4427,-20.2734,41.86,72,41,8.3,scattered clouds
570,Altay,CN,47.8667,88.1167,57.24,31,56,3.42,broken clouds
571,Hachinohe,JP,40.5,141.5,59.77,37,100,3.71,overcast clouds
572,Brae,GB,60.3964,-1.353,45.88,82,100,23.78,overcast clouds
573,Sakaiminato,JP,35.55,133.2333,64.38,27,75,4.61,broken clouds
574,Pangody,RU,65.85,74.4859,15.87,89,98,11.3,overcast clouds
575,Saurimo,AO,-9.6608,20.3916,64.26,97,92,3.44,overcast clouds
576,Toora-Khem,RU,52.4675,96.11,49.84,55,100,2.17,overcast clouds
577,Jagatsinghapur,IN,20.2667,86.1667,82.76,51,45,10.04,scattered clouds
578,Giyon,ET,8.5333,37.9833,57.97,90,76,0.34,broken clouds
579,Hammerfest,NO,70.6634,23.6821,39.65,93,100,5.75,overcast clouds
580,Moses Lake,US,47.1301,-119.2781,48.88,40,0,5.75,clear sky
581,Hun,LY,29.1268,15.9477,57.87,65,0,1.28,clear sky
582,Bahia Honda,CU,22.9036,-83.1592,75.31,82,1,8.01,clear sky
583,Rebrikha,RU,53.0733,82.3408,54.43,63,100,4.99,overcast clouds
584,Natal,BR,-5.795,-35.2094,80.82,89,20,5.75,few clouds
585,Victor Harbor,AU,-35.5667,138.6167,63.0,78,100,13.98,overcast clouds
586,Vettavalam,IN,12.1,79.25,86.92,58,17,3.8,few clouds
587,Maridi,SS,4.9158,29.4742,69.33,77,45,3.89,scattered clouds
588,Fort Wellington,GY,6.4,-57.6,76.77,83,14,9.33,few clouds
589,Kokkola,FI,63.8385,23.1307,34.93,94,0,8.05,clear sky
590,Sembakung,ID,3.8167,117.25,87.12,69,80,1.63,broken clouds
591,Tura,IN,25.5198,90.2201,79.81,72,26,5.86,scattered clouds
592,Kieta,PG,-6.2167,155.6333,83.98,71,68,3.98,light rain
593,Geraldton,AU,-28.7667,114.6,72.01,43,0,19.57,clear sky
594,Bambous Virieux,MU,-20.3428,57.7575,76.21,94,75,1.14,thunderstorm with rain
595,Paramonga,PE,-10.6667,-77.8333,66.61,85,43,7.29,scattered clouds
596,Spirit River,CA,55.7833,-118.8361,25.75,83,100,10.27,overcast clouds
597,Abaza,RU,52.655,90.0928,62.4,37,93,5.5,overcast clouds
598,Crib Point,AU,-38.35,145.2,63.59,95,100,7.07,light rain
599,Umm Lajj,SA,25.0213,37.2685,84.85,19,73,9.78,broken clouds
600,Robertsport,LR,6.7533,-11.3686,79.23,84,100,6.35,overcast clouds
601,Polyarnyy,RU,69.1989,33.4478,35.69,98,100,6.2,overcast clouds
602,Constantine,DZ,36.365,6.6147,44.01,81,0,2.3,clear sky
603,Wainwright,CA,52.839,-110.8572,28.81,72,70,4.54,broken clouds
604,Gambela,ET,8.25,34.5833,74.01,77,20,4.32,few clouds
605,Barinitas,VE,8.7622,-70.4111,71.08,91,100,2.95,overcast clouds
606,Kargil,IN,34.5667,76.1,35.35,44,0,1.14,clear sky
607,Jega,NG,12.2175,4.3792,83.61,10,99,3.91,overcast clouds
608,Cumana,VE,10.4635,-64.1775,77.88,82,99,12.53,overcast clouds
609,Zyryanka,RU,65.75,150.85,24.67,86,100,8.41,overcast clouds
610,Lodwar,KE,3.1191,35.5973,79.74,67,100,8.59,light rain
611,Plainview,US,40.7765,-73.4673,45.86,49,0,3.44,clear sky
612,Ordzhonikidze,KZ,52.4411,61.7408,47.28,58,80,4.27,broken clouds
613,Upington,ZA,-28.4478,21.2561,53.98,87,0,0.0,clear sky
614,Dunedin,NZ,-45.8742,170.5036,61.81,63,8,11.01,clear sky
615,Kumylzhenskaya,RU,49.8809,42.5898,51.98,69,100,7.65,overcast clouds
616,Santa Cruz,BO,-17.8,-63.1667,69.26,68,75,4.61,broken clouds
617,Trzebiatow,PL,54.0615,15.2648,39.85,73,20,5.1,few clouds
618,Ciudad Bolivar,VE,8.1222,-63.5497,82.49,58,43,12.91,scattered clouds
619,Skjervoy,NO,70.0311,20.9714,37.4,90,100,5.32,light rain
620,Rocha,UY,-34.4833,-54.3333,56.14,93,100,3.04,overcast clouds
621,Roald,NO,62.5833,6.1333,45.75,93,100,3.44,overcast clouds
622,Champerico,GT,14.3,-91.9167,83.93,69,88,7.67,overcast clouds
623,Praia,CV,14.9215,-23.5087,70.34,78,75,11.5,broken clouds
624,Santander,ES,43.4647,-3.8044,56.46,88,100,3.44,overcast clouds
625,La Ronge,CA,55.1001,-105.2842,32.25,51,40,2.3,scattered clouds
626,Lagunas,PE,-5.2269,-75.6753,73.0,98,93,2.51,overcast clouds
627,Buenaventura,CO,3.8801,-77.0312,74.86,96,100,2.21,light rain
628,Malindi,KE,-3.2175,40.1191,79.18,86,100,11.43,light rain
629,Arvika,SE,59.6553,12.5852,32.61,77,99,1.59,overcast clouds
630,Pisco,PE,-13.7,-76.2167,65.01,77,0,12.66,clear sky
631,Havoysund,NO,70.9963,24.6622,39.43,95,100,16.89,overcast clouds
632,Canto Do Buriti,BR,-8.11,-42.9444,71.67,95,100,1.07,moderate rain
633,Jacareacanga,BR,-6.2222,-57.7528,72.95,99,100,2.1,moderate rain
634,Krasnoselkup,RU,65.7,82.4667,16.63,90,100,16.04,overcast clouds
635,Quang Ngai,VN,15.1167,108.8,82.47,69,61,4.81,broken clouds
636,Pontianak,ID,-0.0333,109.3333,80.58,83,20,4.61,few clouds
637,Finschhafen,PG,-6.6024,147.8681,83.77,77,87,6.89,overcast clouds
638,Surin,TH,14.8818,103.4936,91.0,76,100,7.52,light rain
639,Taoudenni,ML,22.6783,-3.9836,74.17,24,4,8.9,clear sky
640,Vao,NC,-22.6667,167.4833,77.22,69,45,4.56,scattered clouds
641,Shimabara,JP,32.7833,130.3667,68.31,51,100,2.51,overcast clouds
642,Abalak,RU,58.1286,68.5944,34.54,62,27,4.56,scattered clouds
643,Turukhansk,RU,65.8167,87.9833,11.55,88,100,11.43,overcast clouds
644,Varnavino,RU,57.4035,45.0916,28.87,83,9,4.18,clear sky
645,Sainte-Suzanne,RE,-20.9061,55.6089,75.38,95,40,12.66,scattered clouds
646,Beyla,GN,8.6833,-8.6333,70.88,81,100,2.21,overcast clouds
647,Kuruman,ZA,-27.4524,23.4325,55.27,75,14,7.49,few clouds
648,Bairiki,KI,1.3292,172.9752,86.0,70,20,8.05,few clouds
649,Pyapon,MM,16.2833,95.6833,91.36,44,0,5.97,clear sky
650,Port Hueneme,US,34.1478,-119.1951,67.78,79,0,10.36,clear sky
651,Bereda,ES,43.2686,-7.5406,51.42,97,100,4.47,overcast clouds
652,Turbat,PK,26.0023,63.044,84.07,45,0,3.13,clear sky
653,Bardiyah,LY,31.7561,25.0865,58.68,87,29,8.59,scattered clouds
654,Bonthe,SL,7.5264,-12.505,77.31,80,100,5.7,overcast clouds
655,Chumikan,RU,54.7183,135.315,34.23,84,9,10.78,clear sky
656,Maloyaroslavets,RU,55.0146,36.4719,31.15,88,74,9.44,broken clouds
657,Yumen,CN,40.2833,97.2,53.55,19,0,10.69,clear sky
658,Kamina,CD,-8.7386,24.9906,63.1,96,12,3.11,few clouds
659,Bolshaya Sosnova,RU,57.6713,54.6029,31.62,86,99,9.84,light snow
660,Manokwari,ID,-0.8667,134.0833,83.89,70,100,5.68,overcast clouds
661,Makurdi,NG,7.7411,8.5121,75.15,87,100,5.68,moderate rain
662,Richards Bay,ZA,-28.783,32.0377,63.34,94,100,2.57,light rain
663,Linjiang,CN,41.8069,126.9078,57.76,29,62,10.11,broken clouds
664,Hualmay,PE,-11.0964,-77.6139,66.38,85,21,7.43,few clouds
665,San Cristobal,VE,7.7669,-72.225,68.18,96,99,3.15,overcast clouds
666,Newport,GB,51.5877,-2.9984,48.69,86,59,6.26,broken clouds
667,Valley City,US,46.9233,-98.0032,27.12,100,100,28.77,mist
668,Whitehorse,CA,60.7161,-135.0538,32.02,46,75,10.36,broken clouds
669,Brownsville,US,25.9018,-97.4975,79.09,85,75,9.22,broken clouds
670,Cambui,BR,-22.6122,-46.0575,55.31,97,28,3.89,scattered clouds
671,Fairbanks,US,64.8378,-147.7164,41.0,30,0,8.05,clear sky
672,Mnogovershinnyy,RU,53.9353,139.9242,29.37,85,76,5.48,broken clouds
673,Krasnogvardeyskiy,RU,57.3793,62.3195,34.7,92,94,3.04,overcast clouds
674,Taywarah,AF,33.35,64.4167,50.59,57,92,8.1,light rain
675,Shiraoi,JP,42.55,141.35,54.21,72,100,9.22,overcast clouds
676,Yangjiang,CN,21.85,111.9667,70.32,78,100,9.24,light rain
677,Olavarria,AR,-36.8927,-60.3225,58.01,88,74,5.19,broken clouds
678,Zhuhai,CN,22.2769,113.5678,73.18,83,40,10.36,scattered clouds
679,Mzimba,MW,-11.9,33.6,62.46,94,49,6.62,scattered clouds
680,Tocopilla,CL,-22.092,-70.1979,63.63,74,32,4.88,scattered clouds
681,Urubicha,BO,-15.3833,-62.95,66.36,75,1,3.36,clear sky
682,Iquique,CL,-20.2208,-70.1431,60.84,76,36,4.14,scattered clouds
683,Poco Das Trincheiras,BR,-9.3125,-37.2856,72.72,92,90,5.48,light rain
684,Mitu,CO,1.1983,-70.1733,72.7,98,86,2.59,overcast clouds
685,Serabu,SL,7.7958,-12.0536,76.59,80,100,3.18,overcast clouds
686,Qandala,SO,11.472,49.8728,83.68,60,1,5.79,clear sky
687,Lyngseidet,NO,69.5763,20.2189,37.4,94,100,8.08,light rain
688,Semut,PH,6.6636,122.2189,86.09,76,100,7.49,overcast clouds
689,Bathsheba,BB,13.2167,-59.5167,79.41,78,40,19.57,scattered clouds
690,Coahuayana,MX,18.7333,-103.6833,71.96,84,99,1.99,overcast clouds
691,Alvorada,BR,-12.48,-49.1247,72.46,96,98,4.65,light rain
692,Mozarlandia,BR,-14.7447,-50.5706,71.6,68,85,5.66,overcast clouds
693,Chernyshevskiy,RU,63.0128,112.4714,28.76,81,100,15.99,overcast clouds
694,Bambanglipuro,ID,-7.95,110.2833,87.67,64,79,0.65,broken clouds
695,Ritchie,ZA,-29.038,24.6028,54.61,82,0,4.61,clear sky
696,Beyneu,KZ,45.3167,55.2,61.41,37,0,5.79,clear sky
